ID,past_0_29,past_30_59,past_60_89,past_90_119,past_120_149,past_150_plus,paid_off_month,no_loan_month,total_months,never_had_loan
5023674,,,,,,,,9,9,1
5023675,3,,,,,,,1,4,0
5023677,7,,,,,,36,1,44,0
5023678,34,,,,,,9,2,45,0
5023679,11,,,,,,,1,12,0
5023681,5,,,,,,12,1,18,0
5023682,8,,,,,,22,,30,0
5023683,11,,,,,,,3,14,0
5023684,18,,,,,,,1,19,0
5023685,24,1,,,,,,1,26,0
5023687,5,,,,,,,1,6,0
5023688,9,,,,,,5,1,15,0
5023689,9,,,,,,5,1,15,0
5023690,8,,,,,,13,,21,0
5023691,5,,,,,,9,,14,0
5023692,4,,,,,,,1,5,0
5023693,3,,,,,,,,3,0
5023696,2,,,,,,13,13,28,0
5023697,8,,,,,,20,,28,0
5023698,2,,,,,,6,13,21,0
5023699,27,,,,,,,,27,0
5023700,,,,,,,,27,27,1
5023703,38,,,,,,,,38,0
5023705,4,,,,,,,,4,0
5023706,11,,,,,,26,,37,0
5023707,53,,,,,,,,53,0
5023711,4,,,,,,,,4,0
5023712,11,,,,,,26,,37,0
5023713,,,,,,,,16,16,1
5023714,3,,,,,,,1,4,0
5023716,14,1,,,,,,1,16,0
5023718,8,,,,,,25,5,38,0
5023719,3,,,,,,15,,18,0
5023720,3,,,,,,12,,15,0
5023721,,,,,,,,12,12,1
5023722,4,,,,,,1,6,11,0
5023723,,,,,,,,11,11,1
5023724,15,,,,,,,6,21,0
5023725,3,,,,,,,2,5,0
5023726,15,,,,,,,6,21,0
5023727,15,,,,,,,6,21,0
5023728,15,,,,,,,6,21,0
5023729,15,,,,,,,5,20,0
5023730,5,,,,,,,14,19,0
5023731,5,,,,,,2,1,8,0
5023733,18,,,,,,11,,29,0
5023734,21,,,,,,30,2,53,0
5023735,2,,,,,,50,1,53,0
5023736,3,,,,,,51,1,55,0
5023737,,,,,,,,28,28,1
5023738,30,3,1,,,,,5,39,0
5023739,4,,,,,,34,,38,0
5023743,21,,,,,,,17,38,0
5023745,22,,,,,,30,1,53,0
5023748,1,,,,,,13,23,37,0
5023749,1,,,,,,14,23,38,0
5023750,12,,,,,,12,,24,0
5023751,4,,,,,,,,4,0
5023752,,,,,,,,7,7,1
5023753,3,,,,,,,1,4,0
5023754,21,,,,,,,,21,0
5023755,1,,,,,,,51,52,0
5023756,21,,,,,,,,21,0
5023757,1,,,,,,,51,52,0
5023758,21,,,,,,,,21,0
5023759,1,,,,,,,51,52,0
5023760,21,,,,,,,,21,0
5023761,7,,,,,,,,7,0
5023762,3,,,,,,,,3,0
5023763,16,,,,,,6,,22,0
5023764,16,,,,,,6,,22,0
5023765,5,,,,,,1,,6,0
5023766,4,,,,,,,1,5,0
5023767,2,,,,,,,3,5,0
5023768,4,,,,,,,1,5,0
5023770,4,,,,,,,1,5,0
5023771,6,,,,,,20,16,42,0
5023774,5,,,,,,,1,6,0
5023776,,,,,,,19,12,31,0
5023777,13,3,,,,,,2,18,0
5023778,13,3,,,,,,2,18,0
5023779,,,,,,,8,12,20,0
5023780,3,,,,,,20,,23,0
5023781,5,,1,1,,1,,39,47,0
5023811,8,,,,,,7,2,17,0
5023812,7,,,,,,49,1,57,0
5023813,15,,,,,,,6,21,0
5023814,1,,,,,,12,21,34,0
5023816,5,1,,,,,33,,39,0
5023819,11,,,,,,28,,39,0
5023820,4,,,,,,17,1,22,0
5023821,1,,,,,,,1,2,0
5023824,2,,,,,,,1,3,0
5023825,11,,,,,,5,1,17,0
5023827,11,,,,,,31,1,43,0
5023830,5,,,,,,,8,13,0
5023831,,,,,1,,,9,10,0
5023832,12,,,,,,9,,21,0
5023833,17,2,,,,,22,1,42,0
5023834,3,,,,,,34,,37,0
5023836,7,,,,,,,,7,0
5023837,15,,,,,,,1,16,0
5023838,23,,,,,,7,,30,0
5023839,9,,,,,,,,9,0
5023841,1,,,,,,14,2,17,0
5023842,,,,,,,24,5,29,0
5023843,1,,,,,,,6,7,0
5023844,8,,,,,,17,4,29,0
5023845,3,,,,,,1,1,5,0
5023846,10,,,,,,14,,24,0
5023848,8,,,,,,8,1,17,0
5023849,,,,,,,,42,42,1
5023851,6,,,,,,4,7,17,0
5023856,,,,,,,,22,22,1
5023858,6,,,,,,30,,36,0
5023859,,,,,,,,42,42,1
5023860,,,,,,,44,6,50,0
5023862,10,,,,,,29,2,41,0
5023863,25,,,,,,12,,37,0
5023864,4,,,,,,43,,47,0
5023865,25,,,,,,12,,37,0
5023866,9,,,,,,18,,27,0
5023867,11,,,,,,,,11,0
5023870,6,,,,,,27,,33,0
5023872,2,,,,,,,1,3,0
5023873,6,,,,,,18,,24,0
5023874,2,,,,,,,1,3,0
5023875,6,,,,,,20,,26,0
5023876,36,,,,,,,3,39,0
5023877,20,,,,,,,1,21,0
5023878,20,,,,,,,1,21,0
5023879,20,,,,,,,1,21,0
5023880,14,,,,,,,,14,0
5023882,35,,,,,,,,35,0
5023883,13,,,,,,,,13,0
5023885,34,,,,,,,,34,0
5023890,22,,,,,,9,11,42,0
5023891,10,,,,,,25,,35,0
5023892,6,,,,,,,,6,0
5023895,10,,,,,,21,,31,0
5023896,51,2,3,,,,,,56,0
5023897,49,2,3,,,,,,54,0
5023898,1,,,,,,,,1,0
5023899,1,,,,,,,,1,0
5023900,9,,,,,,,1,10,0
5023901,9,,,,,,,1,10,0
5023902,9,,,,,,,,9,0
5023903,3,,,,,,,,3,0
5023904,2,,,,,,36,1,39,0
5023906,12,,,,,,14,3,29,0
5023907,2,,,,,,57,1,60,0
5023908,2,,,,,,53,1,56,0
5023909,2,,,,,,48,1,51,0
5023910,2,,,,,,,1,3,0
5023912,,,,,,,,33,33,1
5023913,2,,,,,,28,1,31,0
5023914,5,1,,,,,,2,8,0
5023915,3,,,,,,,7,10,0
5023916,8,,,,,,19,4,31,0
5023917,3,,,,,,,7,10,0
5023918,8,,,,,,,1,9,0
5023919,8,,,,,,48,4,60,0
5023920,,,,,,,,31,31,1
5023921,8,,,,,,16,4,28,0
5023922,8,,,,,,,,8,0
5023923,9,,,,,,15,,24,0
5023924,9,,,,,,15,,24,0
5023925,9,,,,,,15,,24,0
5023926,9,,,,,,15,,24,0
5023927,9,,,,,,15,,24,0
5023928,17,1,,,,,17,1,36,0
5023929,18,1,,,,,4,,23,0
5023930,1,3,,,,,12,,16,0
5023931,12,,,,,,35,,47,0
5023932,4,,,,,,2,2,8,0
5023933,6,,,,,,11,,17,0
5023934,12,,,,,,10,,22,0
5023935,5,,,,,,,6,11,0
5023936,12,,,,,,1,,13,0
5023937,5,,,,,,49,1,55,0
5023938,23,,,,,,,1,24,0
5023939,23,,,,,,,1,24,0
5023940,23,,,,,,,1,24,0
5023941,3,,,,,,,,3,0
5023942,11,,,,,,13,,24,0
5023943,7,,,,,,8,,15,0
5023944,11,,,,,,,2,13,0
5023945,10,,,,,,,2,12,0
5023946,10,,,,,,,3,13,0
5023947,10,,,,,,,3,13,0
5023948,10,,,,,,,3,13,0
5023949,10,,,,,,,3,13,0
5023950,16,,,,,,,,16,0
5023951,10,,,,,,,2,12,0
5023952,8,,,,,,,2,10,0
5023953,2,,,,,,,1,3,0
5023955,2,,,,,,13,,15,0
5023956,3,,,,,,12,,15,0
5023957,8,,,,,,2,,10,0
5023958,4,,,,,,2,,6,0
5023959,3,,,,,,7,,10,0
5023960,15,,,,,,1,,16,0
5023961,6,,,,,,24,2,32,0
5023962,2,,,,,,,2,4,0
5023963,5,13,5,1,,,,24,48,0
5023964,7,1,,,,,7,,15,0
5023965,7,1,,,,,7,,15,0
5023966,7,1,,,,,19,,27,0
5023967,8,,,,,,7,,15,0
5023968,8,,,,,,18,,26,0
5023969,8,,,,,,5,,13,0
5023970,,,,,,,,3,3,1
5023971,,,,,,,,20,20,1
5023972,,,,,,,,5,5,1
5023973,19,,,,,,21,1,41,0
5023974,19,,,,,,31,1,51,0
5023975,19,,,,,,19,1,39,0
5023976,19,,,,,,31,1,51,0
5023977,19,,,,,,16,1,36,0
5023979,19,,,,,,5,1,25,0
5023980,19,,,,,,8,1,28,0
5023982,15,,,,,,7,1,23,0
5023983,,,,,,,,7,7,1
5023984,6,,,,,,,1,7,0
5023985,7,,,,,,,6,13,0
5023986,6,,,,,,,1,7,0
5023987,6,,,,,,,1,7,0
5023988,12,3,,,,,25,3,43,0
5023990,10,,,,,,,,10,0
5023991,3,,,,,,7,,10,0
5023994,,,,,,,,57,57,1
5023996,6,,,,,,17,30,53,0
5023997,6,,,,,,17,30,53,0
5023998,,,,,,,,10,10,1
5023999,,,,,,,,12,12,1
5024000,,,,,,,,14,14,1
5024001,6,,,,,,33,,39,0
5024002,4,,,,,,,29,33,0
5024004,6,,,,,,1,30,37,0
5024005,6,,,,,,3,30,39,0
5024006,6,,,,,,20,,26,0
5024007,1,,,,,,,11,12,0
5024009,2,,,,,,1,,3,0
5024010,12,,,,,,14,,26,0
5024011,10,,,,,,,,10,0
5024013,6,,,,,,5,,11,0
5024014,6,,,,,,13,,19,0
5024015,6,,,,,,13,,19,0
5024020,,,,,,,15,5,20,0
5024021,8,,,,,,12,,20,0
5024022,20,,,,,,31,,51,0
5024023,6,,,,,,45,1,52,0
5024024,7,,,,,,9,,16,0
5024028,17,,,,,,21,1,39,0
5024033,17,,,,,,32,1,50,0
5024035,17,,,,,,33,1,51,0
5024036,,,,,,,,1,1,1
5024037,7,,,,,,,,7,0
5024038,2,,,,,,,2,4,0
5024039,1,7,,,,,,,8,0
5024040,3,,,,,,,,3,0
5024041,7,,,,,,5,,12,0
5024043,5,,,,,,54,,59,0
5024044,4,,,,,,13,2,19,0
5024045,4,,,,,,7,2,13,0
5024046,1,,,,,,,15,16,0
5024047,4,,,,,,9,2,15,0
5024049,4,,,,,,15,2,21,0
5024050,1,,,,,,,2,3,0
5024051,1,,,,,,,2,3,0
5024052,1,,,,,,,2,3,0
5024053,1,,,,,,,2,3,0
5024054,1,,,,,,,1,2,0
5024055,1,,,,,,,2,3,0
5024056,1,,,,,,,2,3,0
5024057,1,,,,,,,2,3,0
5024058,1,,,,,,,2,3,0
5024059,,,,,,,,2,2,1
5024060,,,,,,,,2,2,1
5024061,,,,,,,,8,8,1
5024062,4,,,,,,40,10,54,0
5024063,7,1,1,,,,27,,36,0
5024064,25,,,,,,,25,50,0
5024066,4,,,,,,55,,59,0
5024067,4,,,,,,16,,20,0
5024068,6,,,,,,1,,7,0
5024069,6,3,1,,,,2,,12,0
5024070,8,,,,,,30,2,40,0
5024071,2,,,,,1,36,,39,0
5024073,3,,,,,,27,1,31,0
5024075,6,,,,,,24,,30,0
5024077,7,,,,,,,1,8,0
5024078,4,,,,,,,,4,0
5024079,2,,,,,,,2,4,0
5024080,20,,,,,,,,20,0
5024081,4,,,,,,45,,49,0
5024082,4,,,,,,38,,42,0
5024083,10,,,,,,35,,45,0
5024084,8,,,,,,32,,40,0
5024085,8,,,,,,31,,39,0
5024086,8,,,,,,31,,39,0
5024087,,,,,,,,24,24,1
5024088,,,,,,,,4,4,1
5024089,2,,,,,,,32,34,0
5024090,6,,,,,,46,,52,0
5024091,7,,,,,,17,5,29,0
5024092,2,,,,,,,32,34,0
5024094,7,,,,,,16,5,28,0
5024095,6,,,,,,40,,46,0
5024096,6,,,,,,36,,42,0
5024097,6,,,,,,,4,10,0
5024098,7,,,,,,17,5,29,0
5024099,4,,,,,,,,4,0
5024100,4,,,,,,,,4,0
5024103,2,,,,,,14,1,17,0
5024104,29,,,,,,,1,30,0
5024105,2,,,,,,12,1,15,0
5024106,,,,,,,,19,19,1
5024109,10,,,,,,47,,57,0
5024111,17,,,,,,,40,57,0
5024113,17,,,,,,,40,57,0
5024115,,,,,,,,17,17,1
5024117,,,,,,,,17,17,1
5024121,6,,,,,,21,,27,0
5024122,6,,,,,,21,,27,0
5024123,2,,,,,,,31,33,0
5024124,6,,,,,,21,,27,0
5024125,12,,,,,,12,,24,0
5024126,6,,,,,,15,,21,0
5024127,4,,,,,,16,,20,0
5024128,6,,,,,,12,,18,0
5024129,3,,,,,,,,3,0
5024130,2,,,,,,,,2,0
5024131,12,,,,,,,2,14,0
5024132,,,,,,,,2,2,1
5024133,11,,,,,,,3,14,0
5024134,,,,,,,,2,2,1
5024135,,,,,,,9,,9,0
5024136,,,,,,,,2,2,1
5024137,7,,,,,,,1,8,0
5024138,1,,,,,,,1,2,0
5024139,,,,,,,,1,1,1
5024140,5,,,,,,,9,14,0
5024141,5,,,,,,,9,14,0
5024144,5,,,,,,,9,14,0
5024145,5,,,,,,,9,14,0
5024146,5,,,,,,,9,14,0
5024147,5,,,,,,,7,12,0
5024148,5,,,,,,,7,12,0
5024150,10,,,,,,50,,60,0
5024152,6,,,,,,2,16,24,0
5024153,6,,,,,,3,16,25,0
5024155,6,,,,,,2,16,24,0
5024156,6,,,,,,35,,41,0
5024157,2,,,,,,,8,10,0
5024158,16,,,,,,14,,30,0
5024159,6,,,,,,,1,7,0
5024161,6,,,,,,16,,22,0
5024162,6,,,,,,16,,22,0
5024163,6,,,,,,16,,22,0
5024164,6,,,,,,7,,13,0
5024165,3,,,,,,,,3,0
5024166,13,,,,,,,1,14,0
5024167,24,,,,,,,8,32,0
5024168,12,,,,,,,1,13,0
5024169,1,,,,,,22,,23,0
5024170,1,,,,,,25,,26,0
5024171,1,,,,,,24,,25,0
5024172,1,,,,,,25,,26,0
5024173,1,,,,,,25,,26,0
5024174,1,,,,,,25,,26,0
5024175,1,,,,,,25,,26,0
5024176,3,,,,,,25,,28,0
5024178,3,,,,,,25,,28,0
5024179,,,,,,,,17,17,1
5024182,9,,,,,,48,,57,0
5024183,7,,,,,,,,7,0
5024185,9,,,,,,48,,57,0
5024187,9,,,,,,37,,46,0
5024188,9,,,,,,8,,17,0
5024189,,,,,,,15,1,16,0
5024191,,,,,,,,15,15,1
5024192,,,,,,,,15,15,1
5024193,15,,,,,,34,,49,0
5024196,,,,,,,,15,15,1
5024197,15,,,,,,35,,50,0
5024200,,,,,,,,15,15,1
5024201,13,,,,,,,1,14,0
5024202,6,,,,,,37,,43,0
5024203,6,,,,,,20,,26,0
5024204,6,,,,,,6,,12,0
5024205,6,,,,,,28,,34,0
5024206,6,,,,,,36,,42,0
5024207,6,,,,,,37,,43,0
5024208,6,,,,,,31,,37,0
5024209,,,,,,,,26,26,1
5024210,6,,,,,,28,,34,0
5024211,,,,,,,,26,26,1
5024212,,,,,,,,44,44,1
5024213,1,,,,,8,,,9,0
5024214,,,,,,,17,5,22,0
5024215,,,,,,,,8,8,1
5024220,18,,,,,,,26,44,0
5024222,,,,,,,,8,8,1
5024226,56,,,,,,,1,57,0
5024227,9,,,,,,,14,23,0
5024228,5,2,,,,,15,,22,0
5024229,,,,,,,,8,8,1
5024230,,,,,,,3,5,8,0
5024231,5,,,,,,,,5,0
5024232,16,,,,,,34,,50,0
5024233,21,,,,,,30,1,52,0
5024234,5,,,,,,5,2,12,0
5024235,21,,,,,,30,1,52,0
5024236,18,,,,,,,,18,0
5024237,5,,,,,,3,2,10,0
5024238,11,,,,,,,,11,0
5024239,5,,,,,,5,2,12,0
5024241,15,,,,,,,2,17,0
5024242,,,,,,,,16,16,1
5024243,14,,,,,,20,17,51,0
5024247,9,10,,,,,5,,24,0
5024248,8,1,,,,,21,1,31,0
5024249,10,12,,,,,,,22,0
5024250,,,,,,,,39,39,1
5024251,,,,,,,,12,12,1
5024252,18,,,,,,,,18,0
5024253,10,,,,,,,1,11,0
5024254,1,,,,,,,22,23,0
5024255,13,,,,,,10,,23,0
5024256,10,,,,,,7,,17,0
5024257,5,,,,,,23,,28,0
5024258,11,1,,,,,30,,42,0
5024260,4,,,,,,,,4,0
5024261,12,,,,,,9,,21,0
5024263,8,,,,,,,,8,0
5024265,18,,,,,,,,18,0
5024269,10,,,,,,2,,12,0
5024270,12,,,,,,3,,15,0
5024271,12,,,,,,17,,29,0
5024272,23,,,,,,,2,25,0
5024273,12,,,,,,12,,24,0
5024276,12,,,,,,16,,28,0
5024280,5,1,,,,,43,,49,0
5024281,41,,,,,,,,41,0
5024284,9,2,1,,,,25,1,38,0
5024285,5,1,,,,,20,,26,0
5024286,5,1,,,,,4,,10,0
5024287,12,,,,,,14,,26,0
5024288,12,,,,,,16,,28,0
5024289,10,,,,,,,3,13,0
5024290,12,,,,,,,,12,0
5024291,1,,,,,,,,1,0
5024292,1,,,,,,,,1,0
5024293,6,,,,,,,,6,0
5024294,5,,,,,,1,,6,0
5024295,5,,,,,,18,,23,0
5024296,5,,,,,,,1,6,0
5024297,5,,,,,,18,,23,0
5024298,1,,,,,,5,,6,0
5024299,12,,,,,,2,,14,0
5024300,1,,,,,,2,,3,0
5024301,5,,,,,,,4,9,0
5024302,1,,,,,,,,1,0
5024303,2,,,,,,,,2,0
5024304,1,,,,,,,,1,0
5024305,1,,,,,,,3,4,0
5024307,6,,,,,,38,,44,0
5024308,3,,,,,,,1,4,0
5024309,9,,,,,,,,9,0
5024310,21,1,1,,,,,,23,0
5024311,22,1,1,,,,,,24,0
5024313,24,1,1,,,,,,26,0
5024314,4,,,,,,19,,23,0
5024316,34,1,1,,,,,,36,0
5024317,16,1,1,,,,,,18,0
5024318,1,,,,,,,,1,0
5024319,6,,,,,,,2,8,0
5024320,7,,,,,,6,,13,0
5024321,19,,,,,,,3,22,0
5024322,7,,,,,,14,,21,0
5024323,7,,,,,,14,,21,0
5024324,9,,,,,,,3,12,0
5024325,3,,,,,,,,3,0
5024326,6,,,,,,,,6,0
5024327,7,2,,,,,4,,13,0
5024328,9,,,,,,4,,13,0
5024329,34,1,,,,,,1,36,0
5024330,22,,,,,,,,22,0
5024331,7,2,,,,,,,9,0
5024332,4,5,,,,,,,9,0
5024333,4,1,,,,,,,5,0
5024334,2,1,,,,,14,,17,0
5024335,4,,,,,,,2,6,0
5024336,5,,,,,,,,5,0
5024337,2,,,,,,,1,3,0
5024341,25,,,,,,,2,27,0
5024342,25,,,,,,,1,26,0
5024343,7,,,,,,12,,19,0
5024344,8,,,,,,31,2,41,0
5024345,4,,,,,,,6,10,0
5024346,,,,,,,32,10,42,0
5024347,8,,,,,,31,2,41,0
5024348,,,,,,,33,10,43,0
5024349,7,,,,,,,2,9,0
5024350,23,,,,,,,9,32,0
5024351,8,,,,,,21,2,31,0
5024352,25,,,,,,,1,26,0
5024353,8,,,,,,15,2,25,0
5024354,7,,,,,,25,1,33,0
5024355,17,,,,,,,1,18,0
5024358,27,,,,,,,1,28,0
5024360,20,,,,,,,,20,0
5024361,10,,,,,,9,,19,0
5024362,1,,,,,,,1,2,0
5024363,6,,,,,,4,,10,0
5024364,1,,,,,,,,1,0
5024365,1,,,,,,,,1,0
5024366,4,,,,,,,4,8,0
5024369,4,,,,,,15,1,20,0
5024370,9,,,,,,,,9,0
5024373,,,,,,,,6,6,1
5024374,3,,,,,,23,,26,0
5024378,1,,,,,,24,,25,0
5024379,,,,,,,,32,32,1
5024380,,,,,,,,33,33,1
5024382,,,,,,,,48,48,1
5024384,,,,,,,,9,9,1
5024385,,,,,,,,27,27,1
5024386,7,1,,,,,,1,9,0
5024387,14,1,,,,,,2,17,0
5024388,4,,,,,,3,1,8,0
5024389,12,1,,,,,,1,14,0
5024390,7,1,,,,,37,2,47,0
5024391,20,1,,,,,,3,24,0
5024392,20,1,,,,,,3,24,0
5024393,10,,,,,,5,,15,0
5024394,20,1,,,,,,2,23,0
5024395,12,,,,,,,11,23,0
5024396,4,,,,,,4,1,9,0
5024397,5,1,,,,,,1,7,0
5024398,4,1,,,,,30,,35,0
5024400,,,,,,,1,1,2,0
5024401,2,,,,,,,1,3,0
5024402,2,,,,,,,1,3,0
5024403,2,,,,,,,,2,0
5024404,2,,,,,,30,,32,0
5024405,2,,,,,,25,,27,0
5024407,2,,,,,,11,,13,0
5024409,10,,,,,,21,,31,0
5024410,10,,,,,,12,,22,0
5024411,6,,,,,,,,6,0
5024412,2,,,,,,,10,12,0
5024414,12,,,,,,,17,29,0
5024415,12,,,,,,23,,35,0
5024416,12,,,,,,5,,17,0
5024417,26,,,,,,,21,47,0
5024418,28,,,,,,7,12,47,0
5024419,18,,,,,,1,,19,0
5024420,2,,,,,,4,8,14,0
5024421,,,,,,,,7,7,1
5024422,2,,,,,,17,8,27,0
5024424,2,,,,,,,1,3,0
5024425,,,,,,,,14,14,1
5024427,9,1,,,,,38,,48,0
5024428,5,,,,,,,1,6,0
5024429,24,,,,,,6,,30,0
5024430,28,1,,1,,,,19,49,0
5024431,5,,,,,,,1,6,0
5024432,5,,,,,,,,5,0
5024433,10,,,,,,43,,53,0
5024434,5,,,,,,23,1,29,0
5024436,7,,,,,,,29,36,0
5024438,21,,,,,,9,1,31,0
5024439,6,,,,,,7,,13,0
5024440,21,,,,,,9,1,31,0
5024443,12,,,,,,,1,13,0
5024444,1,,,,,,4,,5,0
5024448,38,10,1,,,,,,49,0
5024449,8,,,,,,40,,48,0
5024450,,,,,,,36,8,44,0
5024451,13,4,1,,,,10,,28,0
5024452,6,,,,,,21,,27,0
5024453,12,,,,,,,15,27,0
5024455,2,,,,,,,,2,0
5024457,15,,,,,,42,,57,0
5024458,15,,,,,,4,,19,0
5024461,6,1,,,,,,,7,0
5024462,6,,,,,,,2,8,0
5024463,6,,,,,,,2,8,0
5024466,8,5,,,,,30,,43,0
5024467,8,5,,,,,2,,15,0
5024469,8,5,,,,,31,,44,0
5024470,8,5,,,,,31,,44,0
5024471,8,5,,,,,18,,31,0
5024472,8,5,,,,,9,,22,0
5024473,,,,,,,11,20,31,0
5024474,12,,,,,,,1,13,0
5024475,9,2,,,,,12,,23,0
5024476,3,,,,,,,,3,0
5024478,6,,,,,,,1,7,0
5024479,12,,,,,,12,,24,0
5024480,6,,,,,,,1,7,0
5024481,6,,,,,,,1,7,0
5024482,5,,,,,,,1,6,0
5024483,5,,,,,,56,,61,0
5024484,5,,,,,,56,,61,0
5024485,5,,,,,,8,,13,0
5024486,22,1,,,,,2,1,26,0
5024487,23,1,,,,,,1,25,0
5024488,9,1,,,,,49,,59,0
5024489,10,,,,,,8,,18,0
5024490,30,1,,,,,,18,49,0
5024491,30,1,,,,,,17,48,0
5024492,7,,,,,,,,7,0
5024493,14,1,,,,,,9,24,0
5024496,30,1,,,,,,18,49,0
5024497,13,,,,,,,16,29,0
5024498,5,,,,,,,,5,0
5024499,5,,,,,,,,5,0
5024500,2,,,,,,,1,3,0
5024501,,,,,,,,24,24,1
5024502,,,,,,,,24,24,1
5024503,,,,,,,,24,24,1
5024504,,,,,,,,24,24,1
5024505,,,,,,,,19,19,1
5024506,,,,,,,,3,3,1
5024507,11,,,,,,31,,42,0
5024508,6,,,,,,23,,29,0
5024509,12,,,,,,,,12,0
5024510,9,,,,,,36,1,46,0
5024511,7,,,,,,10,1,18,0
5024512,9,,,,,,29,1,39,0
5024513,,,,,,,18,1,19,0
5024514,9,,,,,,15,1,25,0
5024515,9,,,,,,35,1,45,0
5024516,6,,,,,,23,,29,0
5024517,11,,,,,,13,,24,0
5024519,12,,,,,,,1,13,0
5024520,12,,,,,,,1,13,0
5024524,60,,,,,,1,,61,0
5024525,12,,,,,,,,12,0
5024526,49,,,,,,,,49,0
5024527,40,1,,,,,,4,45,0
5024528,40,1,,,,,,4,45,0
5024529,6,,,,,,44,,50,0
5024530,6,,,,,,34,,40,0
5024531,7,,,,,,,,7,0
5024532,6,,,,,,,1,7,0
5024533,4,,,,,,,1,5,0
5024534,3,,,,,,23,,26,0
5024535,6,,,,,,19,,25,0
5024536,6,,,,,,12,,18,0
5024537,3,,,,,,,1,4,0
5024540,6,,,,,,8,,14,0
5024541,6,,,,,,36,,42,0
5024542,11,,,,,,34,,45,0
5024543,3,,,,,,,,3,0
5024544,5,,,,,,,,5,0
5024545,6,,,,,,24,,30,0
5024548,9,3,,,,,11,,23,0
5024550,5,,,,,,28,1,34,0
5024551,7,,,,,,25,,32,0
5024552,11,,,,,,15,,26,0
5024553,4,,,,,,,1,5,0
5024554,6,,,,,,19,4,29,0
5024555,10,,,,,,13,,23,0
5024556,6,,,,,,14,,20,0
5024557,,,,,,,,1,1,1
5024559,4,1,,,,,22,,27,0
5024560,1,,,,,,,47,48,0
5024561,15,,,,,,21,,36,0
5024562,12,1,,,,,4,,17,0
5024563,19,7,,,,,,,26,0
5024564,19,7,,,,,,,26,0
5024565,37,,,,,,,2,39,0
5024566,23,,,,,,2,13,38,0
5024567,22,9,,,,,,1,32,0
5024568,27,4,,,,,,,31,0
5024569,,,,,,,,16,16,1
5024571,12,,,,,,6,,18,0
5024572,12,,,,,,6,,18,0
5024573,11,1,,,,,14,1,27,0
5024574,,,,,,,,29,29,1
5024575,6,,,,,,,1,7,0
5024576,3,,,,,,,1,4,0
5024577,13,1,,,,,,,14,0
5024578,8,,,,,,,1,9,0
5024579,2,,,,,,,1,3,0
5024580,1,,,,,,,1,2,0
5024581,1,,,,,,,,1,0
5024582,21,3,,,,,,1,25,0
5024583,11,,,,,,5,,16,0
5024584,11,,,,,,5,,16,0
5024585,9,,,,,,6,,15,0
5024586,4,,,,,,5,,9,0
5024587,10,2,,,,,21,,33,0
5024588,6,1,,,,,,5,12,0
5024589,2,,,,,,11,,13,0
5024590,10,2,,,,,7,,19,0
5024591,6,,,,,,3,,9,0
5024592,6,,,,,,3,,9,0
5024593,9,2,,,,,,,11,0
5024594,6,,,,,,2,,8,0
5024595,1,,,,,,,,1,0
5024596,10,1,,,,,,1,12,0
5024597,15,,,,,,,,15,0
5024598,6,,,,,,25,,31,0
5024599,5,,,,,,,2,7,0
5024600,34,,,,,,,8,42,0
5024604,6,1,,,,,2,,9,0
5024605,5,,,,,,,1,6,0
5024607,,,,,,,,5,5,1
5024608,7,,,,,,,,7,0
5024609,5,,,,,,,,5,0
5024610,26,,,,,,,,26,0
5024611,,,,,,,,26,26,1
5024612,17,,,,,,5,1,23,0
5024613,37,,,,,,,,37,0
5024614,17,,,,,,5,1,23,0
5024615,17,,,,,,,,17,0
5024616,,,,,,,,26,26,1
5024619,17,,,,,,5,1,23,0
5024620,22,,,,,,,1,23,0
5024621,10,,,,,,12,1,23,0
5024622,8,,,,,,46,,54,0
5024623,7,,,,,,17,1,25,0
5024626,3,,,,,,25,,28,0
5024627,7,,,,,,19,1,27,0
5024628,18,,,,,,,2,20,0
5024629,19,,,,,,,,19,0
5024630,7,,,,,,,1,8,0
5024631,31,1,,,,,,1,33,0
5024632,15,,,,,,4,,19,0
5024633,26,,,,,,,1,27,0
5024634,17,,,,,,,1,18,0
5024635,,,,,,,14,16,30,0
5024636,17,,,,,,,1,18,0
5024637,17,,,,,,,,17,0
5024638,20,,,,,,,7,27,0
5024639,4,,,,,,26,,30,0
5024640,20,,,,,,,5,25,0
5024641,4,,,,,,47,,51,0
5024642,2,,,,,,43,1,46,0
5024643,3,,,,,,23,,26,0
5024644,10,,,,,,24,,34,0
5024645,19,,,,,,,2,21,0
5024646,,,,,,,,6,6,1
5024652,6,,,,,,2,,8,0
5024655,9,,,,,,12,1,22,0
5024656,,,,,,,,52,52,1
5024657,27,,,,,,,2,29,0
5024658,4,,,,,,,1,5,0
5024659,5,,,,,,10,,15,0
5024660,9,,,,,,3,1,13,0
5024661,9,,,,,,5,1,15,0
5024662,,,,,,,,3,3,1
5024663,9,,,,,,19,1,29,0
5024664,9,,,,,,,1,10,0
5024665,4,,,,,,6,,10,0
5024666,9,,,,,,,1,10,0
5024667,10,,,,,,19,,29,0
5024668,9,,,,,,3,1,13,0
5024669,1,,,,,,,1,2,0
5024670,14,,,,,,8,1,23,0
5024671,5,,,,,,28,,33,0
5024672,6,,,,,,,1,7,0
5024674,15,,,,,,,2,17,0
5024675,6,,,,,,,1,7,0
5024676,,,,,,,,22,22,1
5024677,,,,,,,,16,16,1
